id,model,file,source,rig,rig_key,is_5128,kind,identity,own_measurement,label,scoring_grade,agent_used_when_scoring,rms_dev_vs_ref_db,ref,url,data_url,verifier_note
sennheiser-hd-480-pro,Sennheiser HD 480 Pro,curves/sennheiser-hd-480-pro/EarphonesArchive__BK5128__seating__s3_up.csv,Earphones Archive,B&K 5128,5128,True,seating,exact,True,样本3 上移佩戴,False,False,1.55,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%203%20-%20up)%20L.txt,,文件名 '(sample 3 - up)'，第三只单元的佩戴位变体。
sennheiser-hd-480-pro,Sennheiser HD 480 Pro,curves/sennheiser-hd-480-pro/EarphonesArchive__BK5128__seating__s3_down.csv,Earphones Archive,B&K 5128,5128,True,seating,exact,True,样本3 下移佩戴,False,False,1.81,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%203%20-%20down)%20L.txt,,文件名 '(sample 3 - down)'，第三只单元的佩戴位变体。
sennheiser-hd-480-pro,Sennheiser HD 480 Pro,curves/sennheiser-hd-480-pro/EarphonesArchive__BK5128__pads__s2_490MixPad.csv,Earphones Archive,B&K 5128,5128,True,pads,exact,True,HD490 Mixing 耳垫,False,False,9.0,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%202%20-%20HD490%20Pro%20Mixing%20Pad)%20L.txt,,文件名 '(sample 2 - HD490 Pro Mixing Pad)'，非原装耳垫替换测试；与原装耳垫样本相比 100Hz-8kHz RMS 差约 8.0-8.6 dB，符合换垫应有的差异幅度，非数据错误。
sennheiser-hd-480-pro,Sennheiser HD 480 Pro,curves/sennheiser-hd-480-pro/EarphonesArchive__BK5128__pads__s2_490ProdPad.csv,Earphones Archive,B&K 5128,5128,True,pads,exact,True,HD490 Producing 耳垫,False,False,7.68,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%202%20-%20HD490%20Pro%20Producing%20Pad)%20L.txt,,文件名 '(sample 2 - HD490 Pro Producing Pad)'，非原装耳垫替换测试。
sennheiser-hd-480-pro,Sennheiser HD 480 Pro,curves/sennheiser-hd-480-pro/SuperReview__711clone__primary.csv,Super* Review,clone IEC 711,711,False,primary,exact,True,单样本,False,False,2.44,Harman OE 2018（近似：711 仿制台架无官方换算）,https://squig.link/headphones/data/Sennheiser%20HD%20480%20Pro%20L1.txt,,URL 文件名 'Sennheiser HD 480 Pro L1.txt' 与型号一致；但台架为 711 克隆耳廓，非本机型最佳台架(5128)，故不计入打分，仅作跨台架佐证。
sennheiser-hd-480-pro-plus,Sennheiser HD 480 Pro Plus,curves/sennheiser-hd-480-pro-plus/EarphonesArchive__BK5128__primary__std-center.csv,Earphones Archive,B&K 5128,5128,False,primary,same-acoustics,True,标准版居中,True,True,1.62,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(center)%20L.txt,,Sennheiser 官网确认 HD 480 Pro 与 HD 480 Pro Plus 声学规格完全相同（130Ω/3-28700Hz/38mm动圈），仅配件不同（Plus 为硬壳箱+3.5/6.3适配器，标准版为软包），按 same-acoustics 处理；该文件与 001 号型号的 center 曲线逐字节相同（复用标准版实测数据）。kind 由猜测的 'proxy' 改为 'primary'：该曲线是本机型（same-acoustics）当前最佳可用的居中代表曲线，proxy 语义应保留给真正不同声学的 sibling 型号。
sennheiser-hd-480-pro-plus,Sennheiser HD 480 Pro Plus,curves/sennheiser-hd-480-pro-plus/EarphonesArchive__BK5128__sample__std-s2.csv,Earphones Archive,B&K 5128,5128,False,sample,same-acoustics,True,标准版样本2,True,True,1.5,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%202)%20L.txt,,同上，复用标准版样本2曲线（same-acoustics 代理）。
sennheiser-hd-480-pro-plus,Sennheiser HD 480 Pro Plus,curves/sennheiser-hd-480-pro-plus/EarphonesArchive__BK5128__sample__std-s3_center.csv,Earphones Archive,B&K 5128,5128,False,sample,same-acoustics,True,标准版样本3 居中,True,True,1.7,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%203%20-%20center)%20L.txt,,同上，复用标准版样本3居中曲线。
sennheiser-hd-480-pro-plus,Sennheiser HD 480 Pro Plus,curves/sennheiser-hd-480-pro-plus/EarphonesArchive__BK5128__sample__std-s4_center.csv,Earphones Archive,B&K 5128,5128,False,sample,same-acoustics,True,标准版样本4 居中,True,True,1.7,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Sennheiser%20HD480%20Pro%20(sample%204%20-%20center)%20L.txt,,同上，复用标准版样本4居中曲线。
sennheiser-hd-480-pro-plus,Sennheiser HD 480 Pro Plus,curves/sennheiser-hd-480-pro-plus/SuperReview__711clone__primary__std.csv,Super* Review,clone IEC 711,711,False,primary,same-acoustics,True,标准版,False,False,2.44,Harman OE 2018（近似：711 仿制台架无官方换算）,https://squig.link/headphones/data/Sennheiser%20HD%20480%20Pro%20L1.txt,,复用标准版 SuperReview 曲线（与001号型号对应文件逐字节相同），711 台架非最佳台架，不计入打分。
austrian-audio-hi-x60,Austrian Audio Hi-X60,curves/austrian-audio-hi-x60/EarphonesArchive__BK5128__primary__LRavg.csv,Earphones Archive,B&K 5128,5128,True,primary,exact,True,原装耳垫 · 居中 L/R平均,True,True,2.31,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Austrian%20Audio%20Hi-X60%20(center)%20L.txt,,URL 文件名 'Austrian Audio Hi-X60 (center) L.txt'，5128 台架，本机型最佳台架代表曲线。
austrian-audio-hi-x60,Austrian Audio Hi-X60,curves/austrian-audio-hi-x60/oratory1990__GRAS45__primary.csv,oratory1990,GRAS 45BC-10,gras45,False,primary,exact,True,原装耳垫,False,False,1.53,Harman OE 2018（在 GRAS 45CA + 定制耳廓上制定；45BC KEMAR 的耳廓和头型不同，只算接近）,https://www.dropbox.com/s/4kk2i0e06u27myf/Austrian%20Audio%20Hi-X60.pdf?dl=1,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/oratory1990/data/over-ear/Austrian%20Audio%20Hi-X60.csv,AutoEq oratory1990 目录文件名 'Austrian Audio Hi-X60.csv'，GRAS 台架，非最佳台架，不计入打分。
austrian-audio-hi-x60,Austrian Audio Hi-X60,curves/austrian-audio-hi-x60/Filk__711clone__primary.csv,Filk,clone IEC 60318-4 (711) coupler + KB006x clone pinna,711,False,primary,exact,True,原装耳垫,False,False,2.01,Harman OE 2018（近似：711 仿制台架无官方换算）,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/Filk/data/over-ear/Austrian%20Audio%20Hi-X60.csv,,AutoEq Filk 目录文件名 'Austrian Audio Hi-X60.csv'，711 克隆台架，仅作佐证。
austrian-audio-hi-x60,Austrian Audio Hi-X60,curves/austrian-audio-hi-x60/SuperReview__711clone__primary.csv,Super* Review,clone IEC 711,711,False,primary,exact,True,原装耳垫,False,False,1.86,Harman OE 2018（近似：711 仿制台架无官方换算）,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/Super%20Review/data/over-ear/Austrian%20Audio%20Hi-X60.csv,,AutoEq Super Review 目录文件名 'Austrian Audio Hi-X60.csv'，711 台架，仅作佐证。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/EarphonesArchive__BK5128__primary__velour_LRavg.csv,Earphones Archive,B&K 5128,5128,True,primary,exact,True,天鹅绒耳垫 · 居中 L/R平均,True,True,2.73,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Beyerdynamic%20DT%201770%20PRO%20MKII%20(Velour%20Pads)%20(center)%20L.txt,,URL 文件名 'DT 1770 PRO MKII (Velour Pads) (center) L.txt'，5128 台架；天鹅绒为随机标配主耳垫（headphonedatabase.com 型号页 Pad Material 记为 Velour），作为本机型最佳台架主依据。kind 由猜测的 'pads' 改为 'primary'，因绒垫是标配主耳垫而非非原装替换件。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/EarphonesArchive__BK5128__channel__leather_Ronly.csv,Earphones Archive,B&K 5128,5128,True,channel,exact,True,皮质耳垫 · 仅右声道,False,True,2.58,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Beyerdynamic%20DT%201770%20PRO%20MKII%20(Leather%20Pads)%20(center)%20R.txt,,URL 文件名 'DT 1770 PRO MKII (Leather Pads) (center) R.txt'，L 声道文件 404，仅有 R 声道；5128 台架为最佳台架，故仍计入打分。kind 由猜测的 'pads' 改为 'channel'，因该曲线最主要的限制是单声道缺失，而非耳垫本身是非标配（皮垫同为随机标配的第二套耳垫）。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/GadgetryTechsquiglink__711clone__primary__velour_LRavg.csv,GadgetryTech (squig.link),clone IEC 711,711,False,primary,exact,True,天鹅绒耳垫 · L/R平均,False,False,2.5,Harman OE 2018（近似：711 仿制台架无官方换算）,https://gadgetrytech.squig.link/headsets/data/beyerdynamic%20DT%201770%20Pro%20MKII%20(Velour%20Pad)%20L.txt,,URL 文件名 'beyerdynamic DT 1770 Pro MKII (Velour Pad) L.txt'，711 类台架，非最佳台架不计入打分。kind 由 'pads' 改为 'primary'（绒垫为标配主耳垫）。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/GadgetryTechsquiglink__711clone__pads__leatherette_LRavg.csv,GadgetryTech (squig.link),clone IEC 711,711,False,pads,exact,True,皮质耳垫 · L/R平均,False,False,3.48,Harman OE 2018（近似：711 仿制台架无官方换算）,https://gadgetrytech.squig.link/headsets/data/beyerdynamic%20DT%201770%20Pro%20MKII%20(Leatherette%20Pad)%20L.txt,,URL 文件名 'beyerdynamic DT 1770 Pro MKII (Leatherette Pad) L.txt'，711 类台架，皮垫为标配的替换耳垫，仅作佐证。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/oratory1990__GRAS45__proxy__MkI_leatherette.csv,oratory1990,GRAS 45BC-10,gras45,False,proxy,sibling,False,代理：初代 皮垫,False,False,3.51,Harman OE 2018（在 GRAS 45CA + 定制耳廓上制定；45BC KEMAR 的耳廓和头型不同，只算接近）,https://www.dropbox.com/s/hoo5ox7if5fwj5q/Beyerdynamic%20DT1770%20%28Leatherette%20Earpads%29.pdf?dl=1,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/oratory1990/data/over-ear/Beyerdynamic%20DT%201770%20(leatherette%20earpads).csv,AutoEq oratory1990 文件名为 'Beyerdynamic DT 1770 (leatherette earpads).csv'（无 MkII 字样），实为初代 250Ω 型号的测量，作为 MkII 的同系列前代代理，非本机型精确匹配。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/oratory1990__GRAS45__proxy__MkI_velour.csv,oratory1990,GRAS 45BC-10,gras45,False,proxy,sibling,False,代理：初代 绒垫,False,False,2.48,Harman OE 2018（在 GRAS 45CA + 定制耳廓上制定；45BC KEMAR 的耳廓和头型不同，只算接近）,https://www.dropbox.com/s/1iqotxfzedj5g5f/Beyerdynamic%20DT1770%20%28Velours%20Earpads%29.pdf?dl=1,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/oratory1990/data/over-ear/Beyerdynamic%20DT%201770%20(velour%20earpads).csv,同上，文件名 'Beyerdynamic DT 1770 (velour earpads).csv'，初代型号绒垫版代理。
beyerdynamic-dt-1770-pro-mkii,Beyerdynamic DT 1770 Pro MkII,curves/beyerdynamic-dt-1770-pro-mkii/RTINGS__HMSII3__proxy__MkI_velour.csv,RTINGS,Head Acoustics HMS II.3,hms,False,proxy,sibling,False,代理：初代 绒垫,False,False,2.1,Harman OE 2018（AutoEq 换算到 RTINGS 旧台架 HMS II.3，非官方）,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/rtings/data/over-ear/HMS%20II.3/Beyerdynamic%20DT%201770%20(velour%20earpads).csv,,AutoEq rtings 目录文件名同为初代 'Beyerdynamic DT 1770 (velour earpads).csv'，无 MkII 标注，代理前代。
sony-mdr-m1,Sony MDR-M1,curves/sony-mdr-m1/Kuulokenurkka__711clone__primary.csv,Kuulokenurkka,clone IEC 711 + KB501X pinna,711,False,primary,exact,True,单一版本,True,True,2.87,Harman OE 2018（近似：711 仿制台架无官方换算）,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/Kuulokenurkka/data/over-ear/Sony%20MDR-M1.csv,,AutoEq Kuulokenurkka 目录文件名 'Sony MDR-M1.csv'，711 类台架，本机型无 5128/GRAS 数据，此为最佳可用台架之一。
sony-mdr-m1,Sony MDR-M1,curves/sony-mdr-m1/GadgetryTechsquiglink__711clone__primary.csv,GadgetryTech (squig.link),clone IEC 711,711,False,primary,exact,True,L/R平均,True,True,3.37,Harman OE 2018（近似：711 仿制台架无官方换算）,https://gadgetrytech.squig.link/headsets/data/Sony%20MDR-M1%20L.txt,,URL 文件名 'Sony MDR-M1 L.txt'，711 类台架，与 Kuulokenurkka 同属可用最佳台架梯队，互为佐证。
sony-mdr-m1,Sony MDR-M1,curves/sony-mdr-m1/HuFi__rig-unknown__channel__L_only.csv,Hu-Fi,台架未公开（Hu-Fi）,unknown,False,channel,exact,True,仅左声道,False,False,1.95,Harman OE 2018（近似：台架未公开）,https://hu-fi.squig.link/data/Sony%20MDR-M1%20L.txt,,URL 文件名 'Sony MDR-M1 L.txt'，R 声道文件 404；来源台架未公开，置信度低，不计入打分。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/oratory1990__GRAS45__primary__MK1_velour.csv,oratory1990,GRAS 45BC-10,gras45,False,primary,exact,True,绒垫,True,True,2.48,Harman OE 2018（在 GRAS 45CA + 定制耳廓上制定；45BC KEMAR 的耳廓和头型不同，只算接近）,https://www.dropbox.com/s/1iqotxfzedj5g5f/Beyerdynamic%20DT1770%20%28Velours%20Earpads%29.pdf?dl=1,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/oratory1990/data/over-ear/Beyerdynamic%20DT%201770%20(velour%20earpads).csv,AutoEq oratory1990 文件名 'Beyerdynamic DT 1770 (velour earpads).csv'（无 MkII 字样），measurements 索引标注为初代 250Ω，与本条目型号名 'DT 1770 Pro'（无 MkII 后缀）精确对应。identity 由暗含的 sibling(旧kind='version') 改为 exact，kind 由 'version' 改为 'primary'：本机型没有 5128 数据，GRAS 是可用的最佳台架，**应作为打分依据，原 used_for_scoring=false 是错误的，已改为 true**。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/oratory1990__GRAS45__pads__MK1_leather.csv,oratory1990,GRAS 45BC-10,gras45,False,pads,exact,True,皮垫(初代),False,False,3.51,Harman OE 2018（在 GRAS 45CA + 定制耳廓上制定；45BC KEMAR 的耳廓和头型不同，只算接近）,https://www.dropbox.com/s/hoo5ox7if5fwj5q/Beyerdynamic%20DT1770%20%28Leatherette%20Earpads%29.pdf?dl=1,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/oratory1990/data/over-ear/Beyerdynamic%20DT%201770%20(leatherette%20earpads).csv,同上，文件名 'Beyerdynamic DT 1770 (leatherette earpads).csv'，初代型号皮垫版；identity 改为 exact，kind 由 'version' 改为 'pads'（非默认绒垫，作换垫对照）；kind=pads 不在允许打分的 kind 列表(primary/sample/channel)内，故 scoring_ok 仍为 false。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/RTINGS__HMSII3__primary__MK1_velour.csv,RTINGS,Head Acoustics HMS II.3,hms,False,primary,exact,True,绒垫,False,False,2.1,Harman OE 2018（AutoEq 换算到 RTINGS 旧台架 HMS II.3，非官方）,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/rtings/data/over-ear/HMS%20II.3/Beyerdynamic%20DT%201770%20(velour%20earpads).csv,,AutoEq rtings 目录文件名 'Beyerdynamic DT 1770 (velour earpads).csv'，无 MkII 标注，为初代型号；identity 改为 exact，kind 由 'version' 改为 'primary'。与 009/010 等型号的惯例一致：非5128最佳台架时只选一个来源(此处为 oratory1990/GRAS)作打分依据，本曲线作跨台架佐证，scoring_ok=false。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/EarphonesArchive__BK5128__proxy__MKII_velour_center.csv,Earphones Archive,B&K 5128,5128,False,proxy,sibling,False,代理：MKII 绒垫,False,False,2.73,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Beyerdynamic%20DT%201770%20PRO%20MKII%20(Velour%20Pads)%20(center)%20L.txt,,文件名/URL 明确写着 'DT 1770 PRO MKII'。列表(list.json)中本条目型号名为 'Beyerdynamic DT 1770 Pro'（无 MkII，价格 $599），与 004 号型号 'DT 1770 Pro MkII'（价格 $699）是两条独立在售型号（初代 250Ω vs 现行 30Ω 改款）。此曲线实测对象是 MkII，并非本条目所指的初代型号，应为 sibling/proxy，不能作打分依据。**原 used_for_scoring=true 是错误的，已改为 false**。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/EarphonesArchive__BK5128__proxy__MKII_leather_center.csv,Earphones Archive,B&K 5128,5128,False,proxy,sibling,False,代理：MKII 皮垫(仅R声道),False,False,2.58,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Beyerdynamic%20DT%201770%20PRO%20MKII%20(Leather%20Pads)%20(center)%20R.txt,,同上，文件名含 'MKII'，实测对象是 004 号 MkII 型号而非本条目的初代型号，按 sibling/proxy 处理。**原 used_for_scoring=true 是错误的，已改为 false**；kind 由猜测的 'channel' 改为 'proxy'，因主要问题是型号不符而非声道缺失。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/GadgetryTechsquiglink__711clone__proxy__MKII_velour.csv,GadgetryTech (squig.link),clone IEC 711,711,False,proxy,sibling,False,代理：MKII 绒垫,False,False,2.5,Harman OE 2018（近似：711 仿制台架无官方换算）,https://gadgetrytech.squig.link/headsets/data/beyerdynamic%20DT%201770%20Pro%20MKII%20(Velour%20Pad)%20L.txt,,文件名含 'MKII'，同样是 004 号 MkII 型号的测量，非本条目初代型号，按 sibling/proxy 处理。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/GadgetryTechsquiglink__711clone__proxy__MKII_leather.csv,GadgetryTech (squig.link),clone IEC 711,711,False,proxy,sibling,False,代理：MKII 皮垫,False,False,3.48,Harman OE 2018（近似：711 仿制台架无官方换算）,https://gadgetrytech.squig.link/headsets/data/beyerdynamic%20DT%201770%20Pro%20MKII%20(Leatherette%20Pad)%20L.txt,,文件名含 'MKII'。kind 由猜测的 'primary' 改为 'proxy'：guess 明显有误，该曲线既非本条目初代型号，也不应标为 primary。
beyerdynamic-dt-1770-pro,Beyerdynamic DT 1770 Pro,curves/beyerdynamic-dt-1770-pro/Exound__rig-unknown__proxy__MKII_velour.csv,Exound,台架未公开（Exound）,unknown,False,proxy,sibling,False,代理：MKII 绒垫,False,False,2.51,Harman OE 2018（近似：台架未公开）,https://exound.squig.link/data/Beyerdynamic%20DT1770%20Pro%20MK2%20Velour%20L.txt,,文件名 'Beyerdynamic DT1770 Pro MK2 Velour L.txt' 明确为 MK2/MKII，非本条目初代型号。
neumann-ndh-20,Neumann NDH 20,curves/neumann-ndh-20/EarphonesArchive__BK5128__primary.csv,Earphones Archive,B&K 5128,5128,True,primary,exact,True,原装耳垫 · L/R平均,True,True,3.37,LMG 5128 0.6 + 低频搁架（AutoEq 为 5128 头戴推荐的目标，相当于 Harman 风格在 5128 上的对应）,https://earphonesarchive.squig.link/headphones/data/Neumann%20NDH%2020%20L.txt,,URL 文件名 'Neumann NDH 20 L.txt'，5128 台架，本机型最佳台架代表曲线。
neumann-ndh-20,Neumann NDH 20,curves/neumann-ndh-20/oratory1990__GRAS45__primary.csv,oratory1990,GRAS 45BC,gras45,False,primary,exact,True,,False,False,3.28,Harman OE 2018（在 GRAS 45CA + 定制耳廓上制定；45BC KEMAR 的耳廓和头型不同，只算接近）,https://www.dropbox.com/s/nabq39xj25m097s/Neumann%20NDH%2020.pdf?dl=1,https://github.com/jaakkopasanen/AutoEq/blob/master/measurements/oratory1990/data/over-ear/Neumann%20NDH20.csv,AutoEq oratory1990 目录文件名 'Neumann NDH20.csv'，GRAS 台架，非最佳台架不计入打分。
